slug,name,font_type,merchant_block_position,logo_placement,divider_style,total_divider_style,total_emphasis,layout_signature,money_row_order,quantity_column,barcode_placement,number_format,background_type,header_alignment,section_count
Le-Dome-Receipt,Le Dôme Receipt,MERCHANT_COPY,TOP,NONE,NONE,NONE,NONE,HEADER|CUSTOM|ITEMS|CUSTOM|CUSTOM,ITEM,ABSENT,NONE,LEFT,CRUMPLED_1,CENTER,5
Le-Madrigal-Restaurant-Receipt,Le Madrigal Restaurant Receipt,MERCHANT_COPY,TOP,TOP,NONE,DASHES,NONE,HEADER|ITEMS|ITEMS|ITEMS|CUSTOM,ITEM,PRESENT,NONE,LEFT,CRUMPLED_1,CENTER,5
Le-Pain-Quotidien-Receipt,Le Pain Quotidien Receipt,MERCHANT_COPY,TOP,TOP,DASHES,DASHES,NONE,HEADER|CUSTOM|ITEMS|ITEMS|ITEMS|CUSTOM,ITEM,PRESENT,NONE,LEFT,CRUMPLED_1,CENTER,6
Le-Saint-Flo-Restaurant-Receipt,Le Saint Flo Restaurant Receipt,MERCHANT_COPY,TOP,NONE,DASHES,DASHES,NONE,HEADER|CUSTOM|ITEMS|ITEMS|ITEMS|CUSTOM,ITEM,PRESENT,NONE,LEFT,CRUMPLED_1,CENTER,6
Leroy-Restaurant-Receipt,Leroy Restaurant Receipt,MERCHANT_COPY,TOP,TOP,NONE,NONE,NONE,HEADER|ITEMS|CUSTOM,ITEM,ABSENT,NONE,LEFT,CRUMPLED_1,LEFT,3
Levi's-Receipt,Levi’s Receipt,MERCHANT_COPY,TOP,TOP,EMPTY,NONE,NONE,HEADER|DATE|CUSTOM|CUSTOM|CUSTOM|BARCODE|CUSTOM,NONE,NO_ITEMS,MIDDLE,LEFT,CRUMPLED_1,CENTER,7
Lightly-Used-Books-Receipt,Lightly Used Books Receipt,MERCHANT_COPY,TOP,NONE,NONE,DASHES,NONE,HEADER|CUSTOM|ITEMS|CUSTOM,ITEM,ABSENT,NONE,LEFT,CRUMPLED_1,CENTER,4
Little-Caesars-Receipt,Little Caesars Receipt,MERCHANT_COPY,TOP,NONE,EMPTY,EMPTY,PERCENT_75,HEADER|CUSTOM|DATE|CUSTOM|ITEMS|PAYMENT,ITEM>TAX>TOTAL>TENDER>META>AUTH,PRESENT,NONE,LEFT,CRUMPLED_1,CENTER,6
Little-Fatty-Receipt,Little Fatty Receipt,MERCHANT_COPY,TOP,TOP,NONE,DASHES,NONE,HEADER|ITEMS|CUSTOM,ITEM,ABSENT,NONE,LEFT,CRUMPLED_1,CENTER,3
Locksmith-Receipt,Locksmith Receipt,MERCHANT_COPY,TOP,TOP,EMPTY,DOTS,PERCENT_10,HEADER|BARCODE|CUSTOM|ITEMS|PAYMENT|CUSTOM|DATE,ITEM>SUBTOTAL>TAX>TOTAL>TENDER>META>AUTH,PRESENT,MIDDLE,LEFT,CRUMPLED_1,CENTER,7
Londis-Receipt,Londis Receipt,MERCHANT_COPY,TOP,TOP,NONE,DASHES,NONE,HEADER|ITEMS|ITEMS|CUSTOM|CUSTOM,ITEM,ABSENT,NONE,LEFT,CRUMPLED_1,CENTER,5
London-Drugs-Receipt,London Drugs Receipt,MERCHANT_COPY,TOP,TOP,EMPTY,EMPTY,NONE,HEADER|CUSTOM|ITEMS|PAYMENT|CUSTOM|CUSTOM|CUSTOM,ITEM>SUBTOTAL>TAX>TOTAL>TENDER>CHANGE,PRESENT,NONE,LEFT,CRUMPLED_1,CENTER,7
LongHorn-Steakhouse-Receipt,LongHorn Steakhouse Receipt,MERCHANT_COPY,TOP,NONE,DASHES,NONE,NONE,HEADER|CUSTOM|CUSTOM|CUSTOM|CUSTOM|CUSTOM|CUSTOM|CUSTOM,NONE,NO_ITEMS,NONE,LEFT,CRUMPLED_1,CENTER,8
Louis-Vuitton-Receipt,Louis Vuitton Receipt,MERCHANT_COPY,TOP,TOP,EMPTY,NONE,PERCENT_10,HEADER|CUSTOM|ITEMS|PAYMENT|CUSTOM|BARCODE,ITEM>SUBTOTAL>TAX>TOTAL>TENDER>META>AUTH,PRESENT,BOTTOM,LEFT,CRUMPLED_1,CENTER,6
Love's-Travel-Stop-Receipt,Love's Travel Stop Receipt,MERCHANT_COPY,TOP,TOP,DASHES,DASHES,NONE,HEADER|CUSTOM|CUSTOM|CUSTOM|ITEMS|ITEMS|ITEMS|ITEMS|CUSTOM|ITEMS,ITEM,ABSENT,NONE,LEFT,CRUMPLED_1,CENTER,10
Lowe's-Receipt-example-with-LED-A19-E26-DL-40W-4PK-FRSH-PLANT-FERN-and-1-more-items-totalling-38-dollars-69-cents,"Lowe's Receipt example with LED A19 E26 DL 40W 4PK, FRSH PLANT FERN and 1 more items totalling 38 dollars 69 cents",UNSET,TOP,TOP,DASHES,NONE,NONE,HEADER|CUSTOM|ITEMS|PAYMENT|DATE|CUSTOM,ITEM>SUBTOTAL>TAX>TOTAL>TENDER>CHANGE,PRESENT,NONE,UNSET,UNSET,CENTER,6
Lowe's-Receipt,Lowe's Receipt,MERCHANT_COPY,TOP,TOP,EMPTY,NONE,NONE,HEADER|CUSTOM|ITEMS|CUSTOM|BARCODE|CUSTOM,ITEM>SUBTOTAL>TAX>TOTAL,PRESENT,MIDDLE,LEFT,CRUMPLED_1,CENTER,6
Lucky-Receipt,Lucky Receipt,MERCHANT_COPY,TOP,TOP,NONE,NONE,NONE,HEADER|ITEMS|ITEMS|ITEMS|CUSTOM,ITEM,ABSENT,NONE,LEFT,CRUMPLED_1,CENTER,5
Lululemon-Receipt,Lululemon Receipt,MERCHANT_COPY,TOP,TOP,DASHES,NONE,NONE,HEADER|CUSTOM|CUSTOM|CUSTOM,NONE,NO_ITEMS,NONE,LEFT,CRUMPLED_1,LEFT,4
Lush-Receipt,Lush Receipt,FAKE_RECEIPT,TOP,TOP,EMPTY,NONE,NONE,HEADER|CUSTOM|CUSTOM|CUSTOM|BARCODE|CUSTOM|CUSTOM,NONE,NO_ITEMS,MIDDLE,LEFT,CRUMPLED_1,CENTER,7
Luxury-Brand-Receipt,Luxury Brand Receipt,MERCHANT_COPY,TOP,TOP,EMPTY,EMPTY,PERCENT_20,HEADER|CUSTOM|CUSTOM|ITEMS|PAYMENT|CUSTOM|BARCODE,ITEM>SUBTOTAL>TAX>TOTAL>TENDER>META>AUTH,PRESENT,BOTTOM,LEFT,CRUMPLED_1,CENTER,7
Lyft-Receipt,Lyft Receipt,MERCHANT_COPY,TOP,TOP,EMPTY,NONE,NONE,HEADER|DATE|CUSTOM|ITEMS|PAYMENT|CUSTOM|CUSTOM,ITEM>SUBTOTAL>TIP>TOTAL>TENDER>META>AUTH,ABSENT,NONE,LEFT,CRUMPLED_1,CENTER,7
Lynn-Valley-AandW-Receipt,Lynn Valley A&W Receipt,MERCHANT_COPY,MIDDLE,MIDDLE,DASHES,DASHES,NONE,CUSTOM|HEADER|ITEMS|CUSTOM|ITEMS|CUSTOM,ITEM>SUBTOTAL>TAX,ABSENT,NONE,LEFT,CRUMPLED_1,CENTER,6
MIDAS-Shoes-Receipt,MIDAS Shoes Receipt,MERCHANT_COPY,TOP,TOP,DASHES,DASHES,NONE,HEADER|CUSTOM|BARCODE|CUSTOM|ITEMS|CUSTOM|ITEMS|CUSTOM|CUSTOM|CUSTOM|ITEMS|CUSTOM,ITEM,ABSENT,MIDDLE,LEFT,CRUMPLED_1,CENTER,12
MIU-MIU-Receipt,MIU MIU Receipt,MERCHANT_COPY,TOP,TOP,DASHES,NONE,NONE,HEADER|CUSTOM|CUSTOM|CUSTOM|CUSTOM|CUSTOM|CUSTOM,NONE,NO_ITEMS,NONE,LEFT,CRUMPLED_1,CENTER,7
MOD-Pizza-Receipt,MOD Pizza Receipt,MERCHANT_COPY,TOP,TOP,DASHES,NONE,NONE,HEADER|ITEMS|ITEMS|CUSTOM|CUSTOM,ITEM,ABSENT,NONE,LEFT,CRUMPLED_1,CENTER,5
MUJI-Retail-Receipt,MUJI Retail Receipt,MERCHANT_COPY,TOP,TOP,NONE,NONE,NONE,HEADER|ITEMS|CUSTOM|BARCODE|CUSTOM,ITEM,ABSENT,MIDDLE,LEFT,CRUMPLED_1,CENTER,5
Macy's-Receipt,Macy’s Receipt,MERCHANT_COPY,TOP,NONE,DASHES,NONE,NONE,HEADER|BARCODE|CUSTOM|CUSTOM|ITEMS|CUSTOM|CUSTOM|CUSTOM|CUSTOM,ITEM,ABSENT,MIDDLE,LEFT,CRUMPLED_1,CENTER,9
Mama-Joyce's-Soul-Food-Receipt,Mama Joyce’s Soul Food Receipt,MERCHANT_COPY,TOP,TOP,NONE,NONE,NONE,HEADER|CUSTOM|CUSTOM|ITEMS|ITEMS|ITEMS|BARCODE|CUSTOM|CUSTOM|CUSTOM,ITEM,PRESENT,MIDDLE,LEFT,CRUMPLED_1,CENTER,10
Mamacita-Receipt,Mamacita Receipt,MERCHANT_COPY,TOP,TOP,DASHES,NONE,NONE,HEADER|CUSTOM|ITEMS|CUSTOM,ITEM,ABSENT,NONE,LEFT,CRUMPLED_1,CENTER,4
Marble-Slab-Creamery-Receipt,Marble Slab Creamery Receipt,MERCHANT_COPY,TOP,NONE,DASHES,DASHES,NONE,HEADER|ITEMS|ITEMS|ITEMS|CUSTOM,ITEM,ABSENT,NONE,LEFT,CRUMPLED_1,CENTER,5
Marco's-Pizza-Receipt,Marco's Pizza Receipt,MERCHANT_COPY,TOP,TOP,NONE,DASHES,NONE,HEADER|CUSTOM|ITEMS|ITEMS|CUSTOM,ITEM>TOTAL>TAX>TIP>TENDER,ABSENT,NONE,LEFT,CRUMPLED_1,CENTER,5
Mariano's-Receipt,Mariano's Receipt,MERCHANT_COPY,TOP,TOP,NONE,NONE,NONE,HEADER|ITEMS|CUSTOM|ITEMS|ITEMS|CUSTOM,ITEM>TENDER>CHANGE,PRESENT,NONE,LEFT,CRUMPLED_1,CENTER,6
Marigold-Restaurant-Receipt,Marigold Restaurant Receipt,MERCHANT_COPY,TOP,TOP,DASHES,NONE,NONE,HEADER|CUSTOM|CUSTOM|CUSTOM|ITEMS|CUSTOM|ITEMS|CUSTOM|CUSTOM,ITEM,PRESENT,NONE,LEFT,CRUMPLED_1,CENTER,9
Market-Basket-Receipt,Market Basket Receipt,MERCHANT_COPY,TOP,TOP,EMPTY,EMPTY,NONE,HEADER|DATE|ITEMS|PAYMENT|CUSTOM,ITEM>SUBTOTAL>TAX>TOTAL>TENDER>CHANGE,PRESENT,NONE,LEFT,CRUMPLED_4,CENTER,5
Marks-and-Spencer-(MandS)-Receipt,Marks & Spencer (M&S) Receipt,MERCHANT_COPY,TOP,TOP,STARS,STARS,NONE,HEADER|ITEMS|CUSTOM|CUSTOM|CUSTOM|CUSTOM,ITEM>DISCOUNT>TENDER,PRESENT,NONE,LEFT,CRUMPLED_1,CENTER,6
Marks-and-Spencer-Receipt,Marks & Spencer Receipt,MERCHANT_COPY,TOP,TOP,NONE,NONE,NONE,HEADER|CUSTOM|ITEMS|CUSTOM|CUSTOM|BARCODE|CUSTOM,ITEM,ABSENT,MIDDLE,LEFT,CRUMPLED_1,CENTER,7
Marsano-Receipt,Marsano Receipt,MERCHANT_COPY,TOP,TOP,NONE,DASHES,NONE,HEADER|CUSTOM|ITEMS|ITEMS|CUSTOM,ITEM,ABSENT,NONE,LEFT,CRUMPLED_1,CENTER,5
Marshalls-Receipt,Marshalls Receipt,MERCHANT_COPY,TOP,TOP,DASHES,NONE,NONE,HEADER|CUSTOM|CUSTOM|CUSTOM|CUSTOM|CUSTOM|CUSTOM|CUSTOM|BARCODE|CUSTOM|CUSTOM|CUSTOM,NONE,NO_ITEMS,MIDDLE,LEFT,CRUMPLED_1,CENTER,12
Martinho-Optica-(Ourivesaria)-Receipt,Martinho Óptica (Ourivesaria) Receipt,FAKE_RECEIPT,TOP,TOP,EMPTY,EMPTY,PERCENT_10,HEADER|ITEMS|HEADER|CUSTOM|CUSTOM,ITEM>TOTAL,PRESENT,NONE,RIGHT,CRUMPLED_1,CENTER,5
Massage-Receipt,Massage Receipt,MERCHANT_COPY,TOP,TOP,DASHES,DASHES,PERCENT_50,HEADER|BARCODE|DATE|ITEMS|PAYMENT|CUSTOM,ITEM>SUBTOTAL>TAX>TOTAL>TENDER>META>AUTH,PRESENT,MIDDLE,LEFT,CRUMPLED_1,CENTER,6
Masters-Receipt,Masters Receipt,MERCHANT_COPY,MIDDLE,MIDDLE,EMPTY,NONE,NONE,CUSTOM|HEADER|CUSTOM|CUSTOM|BARCODE|CUSTOM,NONE,NO_ITEMS,MIDDLE,LEFT,CRUMPLED_1,CENTER,6
Matjeom-Central-Market-Receipt,Matjeom Central Market Receipt,MERCHANT_COPY,TOP,BOTTOM,EQUALS,DASHES,NONE,HEADER|CUSTOM|CUSTOM|ITEMS|ITEMS|ITEMS|CUSTOM|HEADER,ITEM,ABSENT,NONE,LEFT,CRUMPLED_1,CENTER,8
Maverik-Receipt,Maverik Receipt,MERCHANT_COPY,TOP,TOP,DASHES,NONE,NONE,HEADER|CUSTOM|ITEMS|ITEMS|ITEMS|CUSTOM|CUSTOM|BARCODE|CUSTOM,ITEM>SUBTOTAL>TAX>TOTAL,PRESENT,MIDDLE,LEFT,CRUMPLED_1,CENTER,9
Max-Burger-Receipt,Max Burger Receipt,MERCHANT_COPY,TOP,TOP,DASHES,NONE,NONE,HEADER|ITEMS|CUSTOM|CUSTOM,ITEM,PRESENT,NONE,LEFT,CRUMPLED_1,CENTER,4
Mazzio's-Receipt,Mazzio's Receipt,MERCHANT_COPY,TOP,TOP,EMPTY,EMPTY,NONE,HEADER|DATE|ITEMS|PAYMENT|CUSTOM|CUSTOM,ITEM>SUBTOTAL>TAX>TOTAL>TENDER>CHANGE,ABSENT,NONE,LEFT,CRUMPLED_1,CENTER,6
McDonald's-Germany-Receipt,McDonald's Germany Receipt,MERCHANT_COPY,TOP,TOP,NONE,NONE,NONE,HEADER|ITEMS|CUSTOM|CUSTOM,ITEM,ABSENT,NONE,LEFT,CRUMPLED_1,CENTER,4
McDonald's-Receipt,McDonald's Receipt,MERCHANT_COPY,TOP,TOP,EMPTY,EMPTY,NONE,HEADER|CUSTOM|ITEMS|PAYMENT|CUSTOM,ITEM>SUBTOTAL>TAX>TOTAL>TENDER>META>AUTH,PRESENT,NONE,LEFT,CRUMPLED_1,CENTER,5
McPhee's-Butcher-Block-Receipt,McPhee's Butcher Block Receipt,MERCHANT_COPY,TOP,TOP,NONE,DASHES,NONE,HEADER|CUSTOM|ITEMS|CUSTOM|CUSTOM,ITEM,ABSENT,NONE,LEFT,CRUMPLED_1,CENTER,5
Meat-Steak-Receipt,Meat Steak Receipt,MERCHANT_COPY,TOP,TOP,DASHES,DASHES,NONE,HEADER|CUSTOM|ITEMS|ITEMS|CUSTOM,ITEM,ABSENT,NONE,LEFT,CRUMPLED_1,CENTER,5
Mechanic-Receipt,Mechanic Receipt,MERCHANT_COPY,TOP,TOP,DASHES,DASHES,NONE,HEADER|CUSTOM|CUSTOM|ITEMS|PAYMENT|CUSTOM|CUSTOM|BARCODE|DATE,ITEM>SUBTOTAL>TAX>TOTAL>TENDER>META>AUTH,PRESENT,MIDDLE,LEFT,CRUMPLED_1,CENTER,9
Mechanic-Shop-Receipt,Mechanic Shop Receipt,MERCHANT_COPY,TOP,TOP,STARS,STARS,NONE,HEADER|CUSTOM|CUSTOM|ITEMS|PAYMENT|BARCODE|CUSTOM|CUSTOM|DATE,ITEM>SUBTOTAL>TAX>TOTAL>TENDER>META>AUTH,PRESENT,MIDDLE,LEFT,CRUMPLED_1,CENTER,9
MedPlus-Pharmacy-Receipt,MedPlus Pharmacy Receipt,MERCHANT_COPY,TOP,TOP,EQUALS,NONE,NONE,HEADER|CUSTOM|PAYMENT|PAYMENT|CUSTOM,ITEM,NO_ITEMS,NONE,LEFT,CRUMPLED_1,CENTER,5
Media-Markt-Receipt,Media Markt Receipt,MERCHANT_COPY,TOP,TOP,DASHES,NONE,NONE,HEADER|ITEMS|CUSTOM|CUSTOM|BARCODE|CUSTOM,ITEM,ABSENT,MIDDLE,LEFT,CRUMPLED_1,CENTER,6
Medical-Receipt,Medical Receipt,MERCHANT_COPY,TOP,TOP,COLONS,DASHES,NONE,HEADER|CUSTOM|CUSTOM|ITEMS|PAYMENT|CUSTOM|DATE|BARCODE,ITEM>SUBTOTAL>TAX>TOTAL>TENDER>META>AUTH,PRESENT,BOTTOM,LEFT,CRUMPLED_1,CENTER,8
Medicine-Receipt,Medicine Receipt,MERCHANT_COPY,TOP,TOP,DASHES,DASHES,PERCENT_100,HEADER|CUSTOM|DATE|ITEMS|BARCODE|PAYMENT|CUSTOM,ITEM>SUBTOTAL>TAX>TOTAL>TENDER>META>AUTH,PRESENT,MIDDLE,LEFT,CRUMPLED_1,CENTER,7
Mediterraneo-Cucina-Italiana-Receipt,Mediterraneo Cucina Italiana Receipt,MERCHANT_COPY,TOP,TOP,DASHES,EMPTY,NONE,HEADER|DATE|ITEMS|BARCODE,ITEM>SUBTOTAL>TAX>TIP>TOTAL,PRESENT,BOTTOM,LEFT,CRUMPLED_1,CENTER,4
Meijer-Receipt,Meijer Receipt,MERCHANT_COPY,TOP,TOP,NONE,NONE,NONE,HEADER|CUSTOM|CUSTOM|ITEMS|ITEMS|CUSTOM|BARCODE|CUSTOM|CUSTOM,ITEM>TAX>TOTAL>TENDER>CHANGE,ABSENT,MIDDLE,LEFT,CRUMPLED_1,CENTER,9
Menards-Receipt,Menards Receipt,MERCHANT_COPY,TOP,TOP,EMPTY,NONE,NONE,HEADER|BARCODE|CUSTOM|CUSTOM|CUSTOM,NONE,NO_ITEMS,MIDDLE,LEFT,CRUMPLED_1,CENTER,5
Mentone-BCF-Receipt,Mentone BCF Receipt,MERCHANT_COPY,TOP,TOP,DASHES,DASHES,NONE,HEADER|CUSTOM|CUSTOM|ITEMS|ITEMS|ITEMS|CUSTOM,ITEM,ABSENT,NONE,LEFT,CRUMPLED_1,CENTER,7
Mercadona-Delivery-Receipt,Mercadona Delivery Receipt,MERCHANT_COPY,TOP,NONE,DASHES,NONE,NONE,HEADER|BARCODE|CUSTOM|CUSTOM|CUSTOM|CUSTOM|CUSTOM,NONE,NO_ITEMS,MIDDLE,LEFT,CRUMPLED_1,CENTER,7
Mercadona-Spain-Receipt,Mercadona Spain Receipt,MERCHANT_COPY,TOP,TOP,NONE,NONE,NONE,HEADER|BARCODE|ITEMS|CUSTOM,ITEM,PRESENT,MIDDLE,LEFT,CRUMPLED_1,CENTER,4
Metro-Diner-Receipt,Metro Diner Receipt,MERCHANT_COPY,TOP,TOP,DASHES,DASHES,NONE,HEADER|CUSTOM|CUSTOM|ITEMS|PAYMENT|CUSTOM,ITEM>SUBTOTAL>TAX>TOTAL>TENDER>CHANGE,PRESENT,NONE,LEFT,CRUMPLED_1,CENTER,6
Metro-Receipt,Metro Receipt,MERCHANT_COPY,TOP,TOP,EMPTY,EMPTY,NONE,HEADER|ITEMS|PAYMENT|CUSTOM|CUSTOM|CUSTOM,ITEM>SUBTOTAL>TAX>TOTAL>TENDER>CHANGE,PRESENT,NONE,LEFT,CRUMPLED_1,CENTER,6
Metropolitan-Market-Receipt,Metropolitan Market Receipt,MERCHANT_COPY,TOP,TOP,DASHES,NONE,NONE,HEADER|PAYMENT|CUSTOM|PAYMENT|PAYMENT|PAYMENT|BARCODE|CUSTOM,ITEM>TAX>TENDER>AUTH>CHANGE,NO_ITEMS,MIDDLE,LEFT,CRUMPLED_1,CENTER,8
Mexico-Lindo-Mexican-Restaurant-Receipt,Mexico Lindo Mexican Restaurant Receipt,MERCHANT_COPY,TOP,TOP,NONE,NONE,NONE,HEADER|CUSTOM|CUSTOM|ITEMS,ITEM,PRESENT,NONE,LEFT,CRUMPLED_1,CENTER,4
MiPOS-Tax-Receipt,MiPOS Tax Receipt,MERCHANT_COPY,TOP,TOP,DASHES,NONE,NONE,HEADER|ITEMS|ITEMS|CUSTOM,ITEM,ABSENT,NONE,LEFT,CRUMPLED_1,CENTER,4
Michael-Chell-Receipt,Michael Chell Receipt,MERCHANT_COPY,TOP,TOP,DASHES,NONE,NONE,HEADER|CUSTOM|CUSTOM|CUSTOM|CUSTOM|CUSTOM|BARCODE,NONE,NO_ITEMS,BOTTOM,LEFT,CRUMPLED_1,CENTER,7
Michaels-Craft-Store-Receipt,Michaels Craft Store Receipt,MERCHANT_COPY,TOP,TOP,EMPTY,NONE,NONE,HEADER|CUSTOM|CUSTOM|BARCODE|CUSTOM|CUSTOM,NONE,NO_ITEMS,MIDDLE,LEFT,CRUMPLED_1,CENTER,6
Michaels-Receipt,Michaels Receipt,MERCHANT_COPY,TOP,TOP,DASHES,NONE,NONE,HEADER|CUSTOM|BARCODE|CUSTOM|ITEMS|CUSTOM|CUSTOM|BARCODE,ITEM,ABSENT,MIDDLE,LEFT,CRUMPLED_1,CENTER,8
Micro-Center-Receipt,Micro Center Receipt,MERCHANT_COPY,TOP,NONE,NONE,NONE,NONE,HEADER|CUSTOM|CUSTOM|CUSTOM|ITEMS|ITEMS|ITEMS|CUSTOM,ITEM,PRESENT,NONE,LEFT,CRUMPLED_1,CENTER,8
Mie-Gacoan-Jambi-Mayang-Receipt,Mie Gacoan Jambi Mayang Receipt,MERCHANT_COPY,TOP,NONE,NONE,DASHES,NONE,HEADER|CUSTOM|ITEMS|CUSTOM,ITEM>SUBTOTAL>TOTAL>TENDER,ABSENT,NONE,LEFT,CRUMPLED_1,CENTER,4
Mie-Gacoan-Receipt,Mie Gacoan Receipt,MERCHANT_COPY,TOP,TOP,NONE,NONE,NONE,HEADER|CUSTOM|ITEMS|CUSTOM|CUSTOM|BARCODE,ITEM,ABSENT,BOTTOM,LEFT,CRUMPLED_1,CENTER,6
Milestones-Grill-+-Bar-Receipt,Milestones Grill + Bar Receipt,MERCHANT_COPY,TOP,TOP,DASHES,NONE,NONE,HEADER|CUSTOM|CUSTOM|ITEMS|CUSTOM,ITEM,PRESENT,NONE,LEFT,CRUMPLED_1,CENTER,5
Miller-and-Carter-Chigwell-Receipt,Miller & Carter Chigwell Receipt,MERCHANT_COPY,TOP,NONE,NONE,DASHES,NONE,HEADER|ITEMS|ITEMS|ITEMS|ITEMS|CUSTOM,ITEM,PRESENT,NONE,LEFT,CRUMPLED_1,CENTER,6
Modern-POS-Template,Modern POS Template,MERCHANT_COPY,TOP,TOP,DASHES,EMPTY,PERCENT_50,HEADER|DATE|CUSTOM|CUSTOM|ITEMS|PAYMENT|BARCODE|CUSTOM,ITEM>SUBTOTAL>TAX>TOTAL>TENDER>META>AUTH,PRESENT,MIDDLE,LEFT,CRUMPLED_1,CENTER,8
Moe's-Southwest-Grill-Receipt,Moe's Southwest Grill Receipt,MERCHANT_COPY,TOP,NONE,DASHES,DASHES,NONE,HEADER|CUSTOM|ITEMS|CUSTOM|ITEMS|CUSTOM|CUSTOM|CUSTOM,ITEM,ABSENT,NONE,LEFT,CRUMPLED_1,CENTER,8
Mojito-Receipt,Mojito Receipt,MERCHANT_COPY,TOP,TOP,DASHES,DASHES,NONE,HEADER|CUSTOM|ITEMS|ITEMS|ITEMS|ITEMS|ITEMS|CUSTOM,ITEM,ABSENT,NONE,LEFT,CRUMPLED_1,CENTER,8
Monona-Bakery-Receipt,Monona Bakery Receipt,MERCHANT_COPY,TOP,TOP,DASHES,DASHES,NONE,HEADER|CUSTOM|CUSTOM|CUSTOM|ITEMS|ITEMS|CUSTOM,ITEM,ABSENT,NONE,LEFT,CRUMPLED_1,LEFT,7
Monsoon-Restaurant-Receipt,Monsoon Restaurant Receipt,MERCHANT_COPY,TOP,TOP,DASHES,NONE,NONE,HEADER|CUSTOM|CUSTOM|ITEMS|ITEMS,ITEM,PRESENT,NONE,LEFT,CRUMPLED_1,CENTER,5
Montana's-BBQ-Bar-Receipt,Montana's BBQ Bar Receipt,MERCHANT_COPY,TOP,TOP,DASHES,DASHES,NONE,HEADER|CUSTOM|ITEMS|ITEMS|CUSTOM,ITEM,PRESENT,NONE,LEFT,CRUMPLED_1,CENTER,5
Montana's-Cookhouse-Receipt,Montana's Cookhouse Receipt,MERCHANT_COPY,TOP,TOP,DASHES,DASHES,NONE,HEADER|CUSTOM|ITEMS|ITEMS|ITEMS|CUSTOM,ITEM,PRESENT,NONE,LEFT,CRUMPLED_1,CENTER,6
Monthly-Parking-Receipt,Monthly Parking Receipt,MERCHANT_COPY,TOP,TOP,EMPTY,NONE,PERCENT_50,HEADER|CUSTOM|CUSTOM|ITEMS|PAYMENT|DATE|BARCODE|CUSTOM|CUSTOM,ITEM>SUBTOTAL>TAX>TOTAL>TENDER>META>AUTH,PRESENT,MIDDLE,LEFT,CRUMPLED_1,CENTER,9
Morrisons-Cafe-Receipt,Morrisons Café Receipt,MERCHANT_COPY,TOP,TOP,NONE,NONE,NONE,HEADER|RESTAURANT|ITEMS|CUSTOM|CUSTOM,ITEM>TENDER,NO_ITEMS,NONE,LEFT,CRUMPLED_1,CENTER,5
Morton-Williams-Receipt,Morton Williams Receipt,MERCHANT_COPY,TOP,TOP,NONE,NONE,NONE,HEADER|ITEMS|ITEMS|CUSTOM,ITEM>SUBTOTAL>TOTAL,ABSENT,NONE,LEFT,CRUMPLED_1,CENTER,4
Motel-6-Receipt,Motel 6 Receipt,MERCHANT_COPY,TOP,TOP,EQUALS,NONE,NONE,HEADER|CUSTOM|CUSTOM|CUSTOM|ITEMS|PAYMENT|CUSTOM|BARCODE|DATE,ITEM>SUBTOTAL>TAX>TOTAL>TENDER>META>AUTH,ABSENT,MIDDLE,LEFT,CRUMPLED_1,LEFT,9
Motel-Receipt,Motel Receipt,MERCHANT_COPY,TOP,TOP,EQUALS,NONE,NONE,HEADER|CUSTOM|DATE|CUSTOM|CUSTOM|CUSTOM|ITEMS|PAYMENT|CUSTOM|BARCODE,ITEM>SUBTOTAL>TAX>TOTAL>TENDER>META>AUTH,PRESENT,BOTTOM,LEFT,CRUMPLED_1,CENTER,10
Moving-Receipt,Moving Receipt,MERCHANT_COPY,TOP,TOP,COLONS,DASHES,NONE,HEADER|CUSTOM|ITEMS|PAYMENT|CUSTOM|DATE|BARCODE,ITEM>SUBTOTAL>TAX>TOTAL>TENDER>META>AUTH,PRESENT,BOTTOM,LEFT,CRUMPLED_1,CENTER,7
Moxie's-Grill-Bar-Receipt,Moxie's Grill Bar Receipt,MERCHANT_COPY,TOP,TOP,NONE,NONE,NONE,HEADER|ITEMS|ITEMS|CUSTOM,ITEM>SUBTOTAL>TAX,ABSENT,NONE,LEFT,CRUMPLED_1,CENTER,4
Moxies-Restaurant-Receipt,Moxies Restaurant Receipt,MERCHANT_COPY,TOP,TOP,NONE,NONE,NONE,HEADER|CUSTOM|ITEMS|CUSTOM|PAYMENT|ITEMS|CUSTOM,ITEM>SUBTOTAL>TAX,PRESENT,NONE,LEFT,CRUMPLED_1,CENTER,7
NAPA-Auto-Parts-Receipt,NAPA Auto Parts Receipt,MERCHANT_COPY,TOP,TOP,EMPTY,NONE,NONE,HEADER|DATE|CUSTOM|CUSTOM|CUSTOM,NONE,NO_ITEMS,NONE,LEFT,CRUMPLED_1,CENTER,5
NOMAD-Coffee-and-Bakery-Receipt,NOMAD Coffee & Bakery Receipt ,MERCHANT_COPY,TOP,TOP,DASHES,DASHES,NONE,HEADER|CUSTOM|ITEMS|PAYMENT|CUSTOM,ITEM>SUBTOTAL>TAX>TOTAL>TENDER>META>AUTH,PRESENT,NONE,LEFT,CRUMPLED_1,CENTER,5
NYC-Taxi-Receipt,NYC Taxi Receipt,MERCHANT_COPY,TOP,TOP,DASHES,NONE,PERCENT_20,HEADER|CUSTOM|DATE|CUSTOM|ITEMS|PAYMENT|CUSTOM,ITEM>SUBTOTAL>TOTAL>TENDER>CHANGE,ABSENT,NONE,LEFT,CRUMPLED_1,CENTER,7
